Date,Visiting Team,Visiting team game num,Home,Home team game num,Visiting final score,Home final score,Num outs,Ballpark,Visit line,Home line,
"""20200810""","""SFN""",18,"""HOU""",16,4,6,51,"""HOU03""","""000000013""","""01400100x""",33
"""20200810""","""SEA""",18,"""TEX""",15,10,2,54,"""ARL02""","""001035100""","""101000000""",41
"""20200811""","""KCA""",18,"""CIN""",17,5,6,57,"""CIN09""","""0011100200""","""0230000001""",40
"""20200811""","""ARI""",18,"""COL""",17,7,8,51,"""DEN02""","""000100105""","""00020006x""",39
"""20200811""","""SDN""",18,"""LAN""",18,6,2,54,"""LOS03""","""005010000""","""010000001""",34
"""20200811""","""MIN""",18,"""MIL""",15,4,6,51,"""MIL06""","""202000000""","""10001202x""",36
"""20200811""","""WAS""",14,"""NYN""",18,2,1,54,"""NYC20""","""110000000""","""000100000""",32
"""20200811""","""BAL""",16,"""PHI""",12,10,9,60,"""PHI13""","""0000032032""","""0020100321""",43
"""20200811""","""OAK""",18,"""ANA""",18,0,6,51,"""ANA01""","""000000000""","""00050100x""",31
"""20200811""","""TBA""",18,"""BOS""",17,8,2,54,"""BOS07""","""101000600""","""010000010""",36
"""20200811""","""CHN""",14,"""CLE""",18,7,1,54,"""CLE08""","""010005100""","""000001000""",34
"""20200811""","""CHA""",18,"""DET""",15,8,4,54,"""DET05""","""400101200""","""000020002""",34
"""20200811""","""SFN""",19,"""HOU""",17,7,6,60,"""HOU03""","""0100103011""","""0310020000""",40
"""20200811""","""ATL""",19,"""NYA""",17,6,9,51,"""NYC21""","""000003120""","""30302010x""",38
"""20200811""","""SEA""",19,"""TEX""",16,2,4,51,"""ARL02""","""000020000""","""20200000x""",31
"""20200811""","""MIA""",11,"""TOR""",14,4,5,58,"""BUF05""","""0100000030""","""0000031001""",34
"""20200812""","""KCA""",19,"""CIN""",18,5,4,54,"""CIN09""","""101111000""","""000000400""",30
"""20200812""","""ARI""",19,"""COL""",18,13,7,54,"""DEN02""","""100130800""","""010310020""",44
"""20200812""","""SDN""",19,"""LAN""",19,0,6,51,"""LOS03""","""000000000""","""00002004x""",32
"""20200812""","""MIN""",19,"""MIL""",16,12,2,54,"""MIL06""","""051141000""","""000002000""",41
"""20200812""","""WAS""",15,"""NYN""",19,6,11,51,"""NYC20""","""300001011""","""40100501x""",35
"""20200812""","""BAL""",17,"""PHI""",13,5,4,54,"""PHI13""","""001210100""","""012000010""",38
"""20200812""","""OAK""",19,"""ANA""",19,8,4,54,"""ANA01""","""120110030""","""102001000""",36
"""20200812""","""TBA""",19,"""BOS""",18,9,5,54,"""BOS07""","""132200001""","""000000050""",39
"""20200812""","""CHN""",15,"""CLE""",19,7,2,54,"""CLE08""","""001031011""","""000010100""",33
"""20200812""","""CHA""",19,"""DET""",16,7,5,54,"""DET05""","""201040000""","""100400000""",38
"""20200812""","""SFN""",20,"""HOU""",18,1,5,51,"""HOU03""","""100000000""","""00001400x""",34
"""20200812""","""ATL""",20,"""NYA""",18,3,6,51,"""NYC21""","""020000001""","""02022000x""",38
"""20200812""","""SEA""",20,"""TEX""",17,4,7,51,"""ARL02""","""040000000""","""00000115x""",34
"""20200812""","""MIA""",12,"""TOR""",15,14,11,60,"""BUF05""","""3050300003""","""0022221200""",43
"""20200813""","""MIL""",17,"""CHN""",16,2,4,51,"""CHI11""","""000000101""","""11000200x""",30
"""20200813""","""PIT""",17,"""CIN""",19,9,6,54,"""CIN09""","""270000000""","""010200111""",37
"""20200813""","""SDN""",20,"""LAN""",20,2,11,51,"""LOS03""","""200000000""","""32132000x""",33
"""20200813""","""WAS""",16,"""NYN""",20,2,8,51,"""NYC20""","""100001000""","""01024001x""",34
"""20200813""","""BAL""",18,"""PHI""",14,11,4,54,"""PHI13""","""000040232""","""000200020""",39
"""20200813""","""TBA""",20,"""BOS""",19,17,8,54,"""BOS07""","""205306001""","""301100003""",47
"""20200814""","""SDN""",21,"""ARI""",20,1,5,51,"""PHO01""","""000000001""","""00000104x""",34
"""20200814""","""MIL""",18,"""CHN""",17,4,3,54,"""CHI11""","""000013000""","""000030000""",31
"""20200814""","""PIT""",18,"""CIN""",20,1,8,51,"""CIN09""","""000100000""","""01020041x""",32
"""20200814""","""TEX""",18,"""COL""",19,3,2,54,"""DEN02""","""000010110""","""100001000""",30
"""20200814""","""ATL""",21,"""MIA""",13,2,8,51,"""MIA02""","""100100000""","""00220220x""",35
"""20200814""","""NYN""",21,"""PHI""",15,5,6,52,"""PHI13""","""112000001""","""020030001""",37
"""20200814""","""OAK""",20,"""SFN""",21,8,7,60,"""SFO03""","""0000002051""","""1032000100""",37
"""20200814""","""LAN""",21,"""ANA""",20,7,4,54,"""ANA01""","""002002120""","""000010021""",36
"""20200814""","""WAS""",17,"""BAL""",19,15,3,54,"""BAL12""","""023100162""","""100000110""",44
"""20200814""","""CLE""",20,"""DET""",17,10,5,54,"""DET05""","""020600200""","""012001001""",36
"""20200814""","""SEA""",21,"""HOU""",19,1,11,51,"""HOU03""","""100000000""","""91001000x""",29
"""20200814""","""BOS""",20,"""NYA""",19,3,10,51,"""NYC21""","""000100020""","""00203032x""",33
"""20200814""","""TBA""",21,"""TOR""",16,4,12,51,"""BUF05""","""210001000""","""02010504x""",29
"""20200815""","""SDN""",22,"""ARI""",21,6,7,51,"""PHO01""","""100000023""","""00010420x""",36
"""20200815""","""MIL""",19,"""CHN""",18,6,5,60,"""CHI11""","""0003010002""","""2100000101""",41
"""20200815""","""TEX""",19,"""COL""",20,6,4,54,"""DEN02""","""001020030""","""020000011""",37
"""20200815""","""ATL""",22,"""MIA""",14,2,1,54,"""MIA02""","""000000101""","""000000010""",32
"""20200815""","""NYN""",22,"""PHI""",16,2,6,51,"""PHI13""","""000000002""","""01005000x""",31
"""20200815""","""OAK""",21,"""SFN""",22,7,6,54,"""SFO03""","""002001004""","""000300300""",37
"""20200815""","""LAN""",22,"""ANA""",21,6,5,60,"""ANA01""","""0220001001""","""2010200000""",39
"""20200815""","""WAS""",18,"""BAL""",20,3,7,51,"""BAL12""","""000201000""","""22010101x""",31
"""20200815""","""SLN""",6,"""CHA""",20,5,1,42,"""CHI12""","""4001000""","""0010000""",28
"""20200815""","""SLN""",7,"""CHA""",21,6,3,42,"""CHI12""","""0001401""","""0012000""",29
"""20200815""","""CLE""",21,"""DET""",18,3,1,54,"""DET05""","""002010000""","""000000001""",32
"""20200815""","""SEA""",22,"""HOU""",20,1,2,51,"""HOU03""","""000000010""","""01010000x""",27
"""20200815""","""KCA""",20,"""MIN""",20,2,4,39,"""MIN04""","""0000200""","""002110x""",25
"""20200815""","""KCA""",21,"""MIN""",21,4,2,42,"""MIN04""","""0103000""","""1001000""",26
"""20200815""","""BOS""",21,"""NYA""",20,5,11,51,"""NYC21""","""003000002""","""20020430x""",37
"""20200815""","""TBA""",22,"""TOR""",17,3,2,54,"""BUF05""","""001010001""","""000110000""",38
"""20200816""","""SDN""",23,"""ARI""",22,4,5,51,"""PHO01""","""000003100""","""00200003x""",30
"""20200816""","""MIL""",20,"""CHN""",19,6,5,54,"""CHI11""","""003020100""","""300002000""",37
"""20200816""","""TEX""",20,"""COL""",21,6,10,51,"""DEN02""","""020100012""","""05122000x""",32
"""20200816""","""ATL""",23,"""MIA""",15,4,0,54,"""MIA02""","""000001300""","""000000000""",35
"""20200816""","""NYN""",23,"""PHI""",17,2,6,51,"""PHI13""","""000200000""","""10000320x""",31
"""20200816""","""OAK""",22,"""SFN""",23,15,3,54,"""SFO03""","""011092020""","""011000100""",41
"""20200816""","""LAN""",23,"""ANA""",22,8,3,54,"""ANA01""","""003401000""","""010101000""",36
"""20200816""","""WAS""",19,"""BAL""",21,6,5,54,"""BAL12""","""300020010""","""100003100""",33
"""20200816""","""SLN""",8,"""CHA""",22,2,7,51,"""CHI12""","""000002000""","""10006000x""",33
"""20200816""","""CLE""",22,"""DET""",19,8,5,54,"""DET05""","""012013100""","""003010001""",39
"""20200816""","""SEA""",23,"""HOU""",21,2,3,52,"""HOU03""","""002000000""","""010100001""",29
"""20200816""","""KCA""",22,"""MIN""",22,2,4,51,"""MIN04""","""110000000""","""00102010x""",30
"""20200816""","""BOS""",22,"""NYA""",21,2,4,51,"""NYC21""","""001000001""","""11200000x""",31
"""20200816""","""TBA""",23,"""TOR""",18,7,5,48,"""BUF05""","""00031012""","""20030000""",30
"""20200817""","""OAK""",23,"""ARI""",23,3,4,52,"""PHO01""","""000000120""","""001002001""",32
"""20200817""","""WAS""",20,"""ATL""",24,6,7,53,"""ATL03""","""031010001""","""021000004""",34
"""20200817""","""SLN""",9,"""CHN""",20,3,1,42,"""CHI11""","""0010002""","""0001000""",25
"""20200817""","""SEA""",24,"""LAN""",24,9,11,51,"""LOS03""","""205100010""","""15000050x""",40
"""20200817""","""NYN""",24,"""MIA""",16,11,4,54,"""MIA02""","""032014001""","""100010002""",37
"""20200817""","""CHN""",21,"""SLN""",10,5,4,42,"""CHI11""","""1000040""","""0202000""",22
"""20200817""","""SFN""",24,"""ANA""",23,6,7,52,"""ANA01""","""200013000""","""002030002""",35
"""20200817""","""TOR""",19,"""BAL""",22,7,2,54,"""BAL12""","""004000102""","""000100001""",36
"""20200817""","""DET""",20,"""CHA""",23,2,7,51,"""CHI12""","""000200000""","""21000202x""",34
"""20200817""","""COL""",22,"""HOU""",22,1,2,51,"""HOU03""","""001000000""","""20000000x""",28
"""20200817""","""KCA""",23,"""MIN""",23,1,4,51,"""MIN04""","""000000001""","""00020110x""",32
"""20200817""","""BOS""",23,"""NYA""",22,3,6,51,"""NYC21""","""000101001""","""03011010x""",35
"""20200817""","""SDN""",24,"""TEX""",21,14,4,54,"""ARL02""","""051100340""","""000201010""",36
"""20200818""","""OAK""",24,"""ARI""",24,1,10,51,"""PHO01""","""010000000""","""54000001x""",30
"""20200818""","""WAS""",21,"""ATL""",25,8,5,54,"""ATL03""","""011040011""","""102200000""",42
"""20200818""","""SLN""",11,"""CHN""",22,3,6,51,"""CHI11""","""000010020""","""00112020x""",33
"""20200818""","""SEA""",25,"""LAN""",25,1,2,51,"""LOS03""","""000000100""","""00000101x""",30
"""20200818""","""NYN""",25,"""MIA""",17,8,3,54,"""MIA02""","""001200140""","""000200001""",37
"""20200818""","""CLE""",23,"""PIT""",19,6,3,60,"""PIT08""","""0030000003""","""1000200000""",36
"""20200818""","""SFN""",25,"""ANA""",24,8,2,54,"""ANA01""","""121020002""","""100000001""",37
"""20200818""","""TOR""",20,"""BAL""",23,8,7,60,"""BAL12""","""0020500001""","""2010301000""",36
"""20200818""","""PHI""",18,"""BOS""",24,13,6,54,"""BOS07""","""000117130""","""102010101""",44
"""20200818""","""DET""",21,"""CHA""",24,4,10,51,"""CHI12""","""011000020""","""13020004x""",33
"""20200818""","""COL""",23,"""HOU""",23,1,2,64,"""HOU03""","""00000000010""","""00000000011""",35
"""20200818""","""MIL""",21,"""MIN""",24,3,4,70,"""MIN04""","""000000003000""","""000010110001""",40
"""20200818""","""TBA""",24,"""NYA""",23,6,3,54,"""NYC21""","""004110000""","""000120000""",34
"""20200818""","""SDN""",25,"""TEX""",22,6,4,54,"""ARL02""","""400200000""","""000400000""",38
"""20200819""","""SLN""",12,"""CHN""",23,9,3,42,"""CHI11""","""4101030""","""1000002""",31
"""20200819""","""HOU""",24,"""COL""",24,13,6,54,"""DEN02""","""001023412""","""010000023""",43
"""20200819""","""NYN""",26,"""MIA""",18,5,3,54,"""MIA02""","""010000112""","""000000120""",34
"""20200819""","""CLE""",24,"""PIT""",20,6,1,54,"""PIT08""","""000003030""","""000000001""",30
"""20200819""","""TEX""",23,"""SDN""",26,3,6,58,"""SAN02""","""0100000011""","""0020000004""",35
"""20200819""","""ANA""",25,"""SFN""",26,2,7,51,"""SFO03""","""000002000""","""00320020x""",33
"""20200819""","""CHN""",24,"""SLN""",13,4,2,42,"""CHI11""","""0200002""","""0000110""",25
"""20200819""","""TOR""",21,"""BAL""",24,5,2,54,"""BAL12""","""010002011""","""000200000""",37
"""20200819""","""PHI""",19,"""BOS""",25,3,6,51,"""BOS07""","""200000100""","""00211011x""",30
"""20200819""","""DET""",22,"""CHA""",25,3,5,51,"""CHI12""","""000030000""","""01002002x""",31
"""20200819""","""CIN""",21,"""KCA""",24,0,4,39,"""KAN06""","""0000000""","""300100x""",22
"""20200819""","""CIN""",22,"""KCA""",25,5,0,42,"""KAN06""","""0030110""","""0000000""",28
"""20200819""","""MIL""",22,"""MIN""",25,9,3,54,"""MIN04""","""004040001""","""010000002""",35
"""20200819""","""TBA""",25,"""NYA""",24,4,2,54,"""NYC21""","""011000020""","""001001000""",35
"""20200819""","""ARI""",25,"""OAK""",25,1,4,51,"""OAK01""","""000000010""","""20200000x""",30
"""20200819""","""LAN""",26,"""SEA""",26,4,6,51,"""SEA03""","""021000010""","""10400100x""",35
"""20200820""","""HOU""",25,"""COL""",25,10,8,54,"""DEN02""","""050050000""","""021022001""",36
"""20200820""","""CLE""",25,"""PIT""",21,2,0,54,"""PIT08""","""010000010""","""000000000""",34
"""20200820""","""TEX""",24,"""SDN""",27,7,8,57,"""SAN02""","""0000203110""","""1000400201""",38
"""20200820""","""ANA""",26,"""SFN""",27,5,10,51,"""SFO03""","""100021100""","""24210100x""",37
"""20200820""","""CIN""",23,"""SLN""",14,4,5,52,"""STL10""","""211000000""","""020000003""",35
"""20200820""","""BOS""",26,"""BAL""",25,7,1,54,"""BAL12""","""021000004""","""000000100""",39
"""20200820""","""DET""",23,"""CHA""",26,0,9,51,"""CHI12""","""000000000""","""30110004x""",32
"""20200820""","""MIL""",23,"""MIN""",26,1,7,51,"""MIN04""","""000000100""","""00100123x""",31
"""20200820""","""TBA""",26,"""NYA""",25,10,5,54,"""NYC21""","""000035002""","""101021000""",34
"""20200820""","""ARI""",26,"""OAK""",26,1,5,51,"""OAK01""","""000010000""","""10020002x""",32
"""20200820""","""LAN""",27,"""SEA""",27,6,1,54,"""SEA03""","""004010010""","""000100000""",34
"""20200820""","""PHI""",20,"""TOR""",22,2,3,40,"""BUF05""","""1010000""","""0001011""",26
"""20200820""","""PHI""",21,"""TOR""",23,8,9,39,"""BUF05""","""7000001""","""200007x""",29
"""20200821""","""PHI""",22,"""ATL""",26,2,11,51,"""ATL03""","""100000100""","""00407000x""",32
"""20200821""","""CHA""",27,"""CHN""",25,10,1,54,"""CHI11""","""023300101""","""000000010""",40
"""20200821""","""COL""",26,"""LAN""",28,1,5,51,"""LOS03""","""000001000""","""10030100x""",31
"""20200821""","""MIL""",24,"""PIT""",22,2,7,51,"""PIT08""","""010000010""","""01030003x""",31
"""20200821""","""HOU""",26,"""SDN""",28,3,4,51,"""SAN02""","""100001100""","""10012000x""",34
"""20200821""","""ARI""",27,"""SFN""",28,2,6,51,"""SFO03""","""000200000""","""00202020x""",33
"""20200821""","""CIN""",24,"""SLN""",15,4,2,54,"""STL10""","""000004000""","""001010000""",30
"""20200821""","""MIA""",19,"""WAS""",22,3,2,54,"""WAS11""","""030000000""","""011000000""",35
"""20200821""","""BOS""",27,"""BAL""",26,8,5,54,"""BAL12""","""012032000""","""000000230""",35
"""20200821""","""DET""",24,"""CLE""",26,10,5,54,"""CLE08""","""000700300""","""032000000""",40
"""20200821""","""MIN""",27,"""KCA""",26,2,7,51,"""KAN06""","""010000010""","""40010020x""",32
"""20200821""","""ANA""",27,"""OAK""",27,3,5,51,"""OAK01""","""000012000""","""30002000x""",37
"""20200821""","""TEX""",25,"""SEA""",28,4,7,51,"""SEA03""","""000022000""","""41100010x""",32
"""20200821""","""TOR""",24,"""TBA""",27,6,5,60,"""STP01""","""0400000002""","""1010020001""",35
"""20200822""","""PHI""",23,"""ATL""",27,5,6,53,"""ATL03""","""200010101""","""000000231""",33
"""20200822""","""CHA""",28,"""CHN""",26,7,4,54,"""CHI11""","""020001022""","""020000011""",39
"""20200822""","""COL""",27,"""LAN""",29,3,4,51,"""LOS03""","""001001100""","""110000101""",30
"""20200822""","""MIA""",20,"""WAS""",23,4,5,39,"""WAS11""","""0000400""","""201200x""",28
"""20200822""","""MIL""",25,"""PIT""",23,5,12,51,"""PIT08""","""000100301""","""10022250x""",32
"""20200822""","""HOU""",27,"""SDN""",29,2,13,51,"""SAN02""","""100010000""","""29000020x""",31
"""20200822""","""ARI""",28,"""SFN""",29,1,5,51,"""SFO03""","""000000100""","""10000040x""",31
"""20200822""","""CIN""",25,"""SLN""",16,0,3,51,"""STL10""","""000000000""","""00201000x""",30
"""20200822""","""WAS""",24,"""MIA""",21,3,5,39,"""WAS11""","""0010200""","""002210x""",29
"""20200822""","""BOS""",28,"""BAL""",27,4,5,58,"""BAL12""","""0000210001""","""0100000202""",37
"""20200822""","""DET""",25,"""CLE""",27,1,6,51,"""CLE08""","""000100000""","""00000411x""",29
"""20200822""","""MIN""",28,"""KCA""",27,7,2,54,"""KAN06""","""300100300""","""000020000""",35
"""20200822""","""ANA""",28,"""OAK""",28,4,3,54,"""OAK01""","""130000000""","""010110000""",36
"""20200822""","""TEX""",26,"""SEA""",29,1,10,51,"""SEA03""","""001000000""","""30500011x""",35
"""20200822""","""TOR""",25,"""TBA""",28,1,2,58,"""STP01""","""0000100000""","""0000100001""",33
"""20200823""","""PHI""",24,"""ATL""",28,5,4,54,"""ATL03""","""013100000""","""003000001""",36
"""20200823""","""CHA""",29,"""CHN""",27,1,2,51,"""CHI11""","""010000000""","""00000200x""",33
"""20200823""","""COL""",28,"""LAN""",30,3,11,51,"""LOS03""","""001100001""","""10130123x""",36
"""20200823""","""MIL""",26,"""PIT""",24,4,5,51,"""PIT08""","""000112000""","""11000102x""",34
"""20200823""","""HOU""",28,"""SDN""",30,3,5,51,"""SAN02""","""300000000""","""00030002x""",31
"""20200823""","""ARI""",29,"""SFN""",30,1,6,51,"""SFO03""","""000001000""","""00001131x""",31
"""20200823""","""CIN""",26,"""SLN""",17,2,6,51,"""STL10""","""200000000""","""02100030x""",28
"""20200823""","""MIA""",22,"""WAS""",25,3,9,51,"""WAS11""","""010000002""","""11025000x""",34
"""20200823""","""BOS""",29,"""BAL""",28,4,5,51,"""BAL12""","""100001002""","""00300020x""",33
"""20200823""","""DET""",26,"""CLE""",28,7,4,54,"""CLE08""","""100302010""","""100000003""",36
"""20200823""","""MIN""",29,"""KCA""",28,5,4,54,"""KAN06""","""202000001""","""002000101""",38
"""20200823""","""ANA""",29,"""OAK""",29,4,5,58,"""OAK01""","""0030100000""","""2000020001""",39
"""20200823""","""TEX""",27,"""SEA""",30,1,4,51,"""SEA03""","""000000010""","""11002000x""",31
"""20200823""","""TOR""",26,"""TBA""",29,4,5,51,"""STP01""","""010100020""","""00003020x""",33
"""20200824""","""COL""",29,"""ARI""",30,3,2,54,"""PHO01""","""101010000""","""001100000""",31
"""20200824""","""CIN""",27,"""MIL""",27,2,4,51,"""MIL06""","""000001100""","""10210000x""",29
"""20200824""","""KCA""",29,"""SLN""",18,3,9,51,"""STL10""","""000003000""","""10005210x""",34
"""20200824""","""MIA""",23,"""WAS""",26,11,8,54,"""WAS11""","""001600220""","""000030230""",43
"""20200824""","""MIN""",30,"""CLE""",29,3,2,54,"""CLE08""","""000102000""","""100000100""",34
"""20200824""","""CHN""",28,"""DET""",27,9,3,54,"""DET05""","""020400003""","""001000200""",38
"""20200824""","""ANA""",30,"""HOU""",29,4,11,51,"""HOU03""","""001120000""","""02300420x""",34
"""20200824""","""TOR""",27,"""TBA""",30,6,4,54,"""STP01""","""001001301""","""010200010""",34
"""20200824""","""OAK""",30,"""TEX""",28,2,3,51,"""ARL02""","""110000000""","""21000000x""",35
"""20200825""","""COL""",30,"""ARI""",31,5,4,54,"""PHO01""","""200100200""","""020100001""",36
"""20200825""","""MIA""",24,"""NYN""",27,4,0,42,"""NYC20""","""0310000""","""0000000""",27
"""20200825""","""CIN""",28,"""MIL""",28,2,3,51,"""MIL06""","""000200000""","""00030000x""",31
"""20200825""","""NYN""",28,"""MIA""",25,0,3,39,"""NYC20""","""0000000""","""000201x""",23
"""20200825""","""SEA""",31,"""SDN""",31,8,3,54,"""SAN02""","""220002200""","""003000000""",39
"""20200825""","""LAN""",31,"""SFN""",31,8,10,65,"""SFO03""","""30300000011""","""30001010113""",45
"""20200825""","""KCA""",30,"""SLN""",19,5,4,54,"""STL10""","""011011010""","""004000000""",34
"""20200825""","""PHI""",25,"""WAS""",27,8,3,54,"""WAS11""","""004000112""","""100001001""",38
"""20200825""","""PIT""",25,"""CHA""",30,0,4,51,"""CHI12""","""000000000""","""03100000x""",27
"""20200825""","""MIN""",31,"""CLE""",30,2,4,51,"""CLE08""","""020000000""","""10000300x""",32
"""20200825""","""CHN""",29,"""DET""",28,1,7,51,"""DET05""","""000000001""","""20000500x""",32
"""20200825""","""ANA""",31,"""HOU""",30,3,6,39,"""HOU03""","""0000210""","""500100x""",25
"""20200825""","""ANA""",32,"""HOU""",31,12,5,42,"""HOU03""","""4001124""","""0000401""",32
"""20200825""","""BAL""",29,"""TBA""",31,2,4,51,"""STP01""","""100100000""","""03000100x""",34
"""20200825""","""OAK""",31,"""TEX""",29,10,3,54,"""ARL02""","""001220500""","""010020000""",34
"""20200825""","""BOS""",30,"""TOR""",28,9,7,54,"""BUF05""","""010206000""","""400200001""",38
"""20200826""","""COL""",31,"""ARI""",32,8,7,54,"""PHO01""","""200001050""","""000100024""",37
"""20200826""","""NYA""",26,"""ATL""",29,1,5,39,"""ATL03""","""0000010""","""103001x""",23
"""20200826""","""NYA""",27,"""ATL""",30,1,2,39,"""ATL03""","""0000100""","""000002x""",24
"""20200826""","""MIA""",26,"""NYN""",29,4,5,51,"""NYC20""","""000100030""","""10102001x""",31
"""20200826""","""KCA""",31,"""SLN""",20,5,6,53,"""STL10""","""002000012""","""001100004""",33
"""20200826""","""PHI""",26,"""WAS""",28,3,2,54,"""WAS11""","""001000200""","""010100000""",36
"""20200826""","""PIT""",26,"""CHA""",31,3,10,51,"""CHI12""","""000002010""","""04013020x""",32
"""20200826""","""MIN""",32,"""CLE""",31,3,6,51,"""CLE08""","""110000100""","""00300003x""",34
"""20200826""","""CHN""",30,"""DET""",29,6,7,51,"""DET05""","""002001003""","""00010510x""",34
"""20200826""","""BAL""",30,"""TBA""",32,3,4,51,"""STP01""","""200000100""","""00201001x""",34
"""20200826""","""OAK""",32,"""TEX""",30,3,1,54,"""ARL02""","""000002010""","""001000000""",33
"""20200826""","""BOS""",31,"""TOR""",29,1,9,51,"""BUF05""","""000100000""","""11020050x""",29
"""20200827""","""CIN""",29,"""MIL""",29,6,1,42,"""MIL06""","""0120210""","""0000010""",28
"""20200827""","""CIN""",30,"""MIL""",30,6,0,42,"""MIL06""","""0200202""","""0000000""",30
"""20200827""","""SEA""",32,"""SDN""",32,7,10,41,"""SAN02""","""0003004""","""0001027""",29
"""20200827""","""SEA""",33,"""SDN""",33,8,3,42,"""SAN02""","""6000002""","""1100100""",29
"""20200827""","""LAN""",32,"""SFN""",32,7,0,42,"""SFO03""","""1004002""","""0000000""",30
"""20200827""","""LAN""",33,"""SFN""",33,2,0,42,"""SFO03""","""0101000""","""0000000""",23
"""20200827""","""PIT""",27,"""SLN""",21,4,3,48,"""STL10""","""00010003""","""00001002""",32
"""20200827""","""PIT""",28,"""SLN""",22,2,0,42,"""STL10""","""0020000""","""0000000""",27
